"아래 기능들은 예시 및 일부 구현 시트로 수정 및 추가해주십시요.

이 외에 저희가 알아야 할 정보가 있다면 꼭 적어주십시요
예) 분류 기준: 노트북 안에 맥북 안에 맥북 기종 안에 물품번호별 수량으로 구성되어 있다.",,,,,,,,,,
분류,구현,형태,기능명,기능 개요,사용자,입력값,출력값,사용 시나리오,프로젝트를 진행하며 꼭 알아야 할 사항,중요도
물품관리,TRUE,단일수정,물품 등록,관리 목적으로 새로운 물품 정보를 시스템에 생성하고 데이터베이스에 저장하기 위함입니다.,관리자,"물품명[텍스트] (필수)
물품식별번호[숫자8-숫자8]  (필수)
규격[텍스트] (선택)
수량[숫자] (필수)
취득일자[날짜] (필수)
내용년수[숫자] (선택)
비고[텍스트] (선택)",성공 메시지,관리자가 물품 등록시에 사용합니다. 추후 등록된 물품으로 재고를 등록할 수 있습니다.,"내용연수가 지나도 자동 폐기처리되면 안됨
물품 등록 번호는 ~~ 경우에 없음",★★★☆☆
,TRUE,다중조회,물품 전체 조회,등록한 물품 전체를 조회합니다.,"관리자, 사용자",-,"구분[숫자]
물품구분[텍스트]
물품등록번호[숫자8-숫자8]
물품분류명[텍스트]
품명/규격[텍스트]
취득일[날짜]
수량[숫자]
내용연수[숫자]
보관장소[텍스트]
사진[이미지]
비고[텍스트]",관리자 또는 일반 사용자가 물품의 현황을 보기위해 사용합니다.,,★★★☆☆
,FALSE,다중조회,물품 상세 검색,등록된 물품 중 조건에 맞는 물품 전체를 조회합니다,"관리자, 사용자",조건 규칙(보관장소 등),"구분[숫자]
물품구분[텍스트]
물품등록번호[숫자8-숫자8]
물품분류명[텍스트]
품명/규격[텍스트]
취득일[날짜]
수량[숫자]
내용연수[숫자]
보관장소[텍스트]
사진[이미지]
비고[텍스트]",,,★★★☆☆
,FALSE,다중조회,물품 이름 검색,알고싶은 물품을 조회합니다.,"관리자, 사용자",물품명,"구분[숫자]
물품구분[텍스트]
물품등록번호[숫자8-숫자8]
물품분류명[텍스트]
품명/규격[텍스트]
취득일[날짜]
수량[숫자]
내용연수[숫자]
보관장소[텍스트]
사진[이미지]
비고[텍스트]",,,★★★☆☆
,FALSE,단일조회,물품등록번호별 조회,알고싶은 물품의 등록번호를 사용해 조회합니다.,"관리자, 사용자",물품등록번호,"구분[숫자]
물품구분[텍스트]
물품등록번호[숫자8-숫자8]
물품분류명[텍스트]
품명/규격[텍스트]
취득일[날짜]
수량[숫자]
내용연수[숫자]
보관장소[텍스트]
사진[이미지]
비고[텍스트]",,,★★★☆☆
,TRUE,단일수정,물품 사용처리,물품을 사용처리하고 수량을 차감합니다.,"관리자, 사용자","물픔등록번호
사용물품수량",,화장실에 휴지를 배치합니다.,,★★★☆☆
,TRUE,단일수정,위치 이동,물품의 보관장소를 이동합니다.,"관리자, 사용자","물품등록번호
이동위치",,,,★★★☆☆
,TRUE,단일수정,폐기,물품을 폐기합니다,관리자,"물품등록번호
폐기물품수량",,,"물품을 삭제하지 X, 삭제된 항목 따로 조회 가능하게 설계",★★★☆☆
,FALSE,다중조회,폐기항목 목록 조회,폐기된 물품 목록들을 조회합니다,관리자,,"구분[숫자]
물품구분[텍스트]
물품등록번호[숫자8-숫자8]
물품분류명[텍스트]
품명/규격[텍스트]
취득일[날짜]
수량[숫자]
내용연수[숫자]
보관장소[텍스트]
사진[이미지]
비고[텍스트]",,선택오류로 인해서 폐기 된 물품은 수정버턴을 이용해서 보관목록으로 이동이 가능하게 ,★★★☆☆
사용자 관리,TRUE,단일수정,사용자 추가/수정,새 사용자를 추가/수정합니다.,관리자,"PIN 번호
이름",,,"PIN으로 사용자를 특정하기에, 동일 PIN의 중복 사용이 불가능",★★★☆☆
,FALSE,단일조회,사용자 로그인,PIN 번호만 입력하여 간편 로그인합니다.,사용자,PIN번호,,,,★★★☆☆
,FALSE,단일조회,관리자 로그인,이메일/비밀번호를 이용하여 로그인합니다.,관리자,"이메일
비밀번호",,,,★★★☆☆
,FALSE,단일수정,,,관리자,,,,,★★★☆☆
,FALSE,단일수정,,,관리자,,,,,★★★☆☆
,FALSE,단일수정,,,관리자,,,,,★★★☆☆
,FALSE,단일수정,,,관리자,,,,,★★★☆☆
,FALSE,단일수정,,,관리자,,,,,★★★☆☆
,FALSE,단일수정,,,관리자,,,,,★★★☆☆
,FALSE,단일수정,,,관리자,,,,,★★★☆☆
,FALSE,단일수정,,,관리자,,,,,★★★☆☆
,FALSE,단일수정,,,관리자,,,,,★★★☆☆
,FALSE,단일수정,,,관리자,,,,,★★★☆☆
,FALSE,단일수정,,,관리자,,,,,★★★☆☆
,FALSE,단일수정,,,관리자,,,,,★★★☆☆
